"ids","entitynum","region","site","londd","latdd","altitude","samplenum","agebp","variable","value","group"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Rosaceae",0.96,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Rumex",0.64,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Ulmus",1.61,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"minD",21.97822946,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Alnus",1.04,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Artemisia",5.19,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Betula",22.15,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Corylus",8.3,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Cyperaceae",1.38,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"DJFPdelta",48.1625,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"DJFTdelta",0.25,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Ericales",3.46,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Ilex",0.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"JJAPdelta",-8.3,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"JJATdelta",-2.6375,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Juniperus",1.04,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Pinus",10.73,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Plantago",5.88,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Poaceae",6.57,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Quercus..deciduous.",29.07,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Rosaceae",1.73,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"Rumex",1.04,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,21,2499.1,"minD",23.64414411,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"Alnus",1.59,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"Betula",21.27,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"Corylus",9.84,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"DJFPdelta",50.7125,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"DJFTdelta",2.1625,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"Ericales",0.63,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"Ilex",0.95,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"JJAPdelta",-14.475,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"JJATdelta",-3.7,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"Pinus",20.95,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"Plantago",2.54,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"Poaceae",2.22,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"Quercus..deciduous.",38.41,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"Ulmus",0.63,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,22,2627.46,"minD",18.93312627,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"Betula",26.53,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"Corylus",13.95,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"DJFPdelta",32.2375,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"DJFTdelta",-0.3375,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"Ericales",2.04,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"JJAPdelta",-13.2,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"JJATdelta",-2.0125,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"Pinus",6.8,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"Plantago",1.02,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"Poaceae",14.29,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"Quercus..deciduous.",30.95,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"Rosaceae",0.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"Rumex",1.36,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"Ulmus",1.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,23,2755.83,"minD",26.92369546,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Alnus",1.25,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Betula",23.36,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Cichorioideae",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Corylus",10.9,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"DJFPdelta",37.4625,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"DJFTdelta",0.2375,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Ericales",1.87,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Ilex",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"JJAPdelta",-13.05,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"JJATdelta",-2.0125,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Pinus",9.35,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Plantago",1.87,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Poaceae",7.79,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Quercus..deciduous.",39.56,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Rumex",0.93,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Salix",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"Ulmus",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,24,2884.19,"minD",20.28226011,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"Betula",30.31,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"Corylus",11.15,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"DJFPdelta",51.075,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"DJFTdelta",-0.125,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"JJAPdelta",-10.5125,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"JJATdelta",-2.7625,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"Juniperus",0.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"Pinus",14.29,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"Poaceae",10.1,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"Quercus..deciduous.",28.92,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"Rosaceae",1.05,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"Rumex",0.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"Ulmus",0.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,25,3012.56,"minD",23.27108282,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Apiaceae",0.61,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Betula",12.46,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Cichorioideae",0.91,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Corylus",11.55,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Cyperaceae",0.61,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"DJFPdelta",44.575,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"DJFTdelta",0.8875,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Ericales",1.22,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"JJAPdelta",-8.075,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"JJATdelta",-3.025,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Pinus",38.6,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Plantago",0.61,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Poaceae",6.08,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Quercus..deciduous.",24.92,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Rumex",0.61,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"Ulmus",0.91,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,26,3140.92,"minD",17.71897174,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Alnus",2.04,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Artemisia",0.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Betula",14.63,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Chenopodiaceae",0.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Cichorioideae",0.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Corylus",10.88,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"DJFPdelta",36.75,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"DJFTdelta",0.0125,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Ericales",1.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"JJAPdelta",-3,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"JJATdelta",-2.7375,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Pinus",23.81,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Plantago",3.06,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Poaceae",5.1,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Quercus..deciduous.",34.01,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Rumex",0.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"Ulmus",0.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,27,3269.29,"minD",19.7851195,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"Betula",25.77,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"Chenopodiaceae",0.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"Corylus",11.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"DJFPdelta",53.6625,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"DJFTdelta",2.975,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"Ericales",0.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"JJAPdelta",-17.4625,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"JJATdelta",-2.325,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"Pinus",17.18,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"Plantago",2.06,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"Poaceae",7.9,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"Quercus..deciduous.",30.24,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"Rumex",1.03,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"Ulmus",0.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,28,3384.82,"minD",23.03332774,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Apiaceae",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Asteroideae",0.93,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Betula",23.99,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Corylus",23.36,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"DJFPdelta",48.9375,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"DJFTdelta",4.9625,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Ericales",2.49,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"JJAPdelta",-19.3625,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"JJATdelta",-3.3,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Pinus",13.71,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Plantago",1.25,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Poaceae",2.8,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Quercus..deciduous.",24.92,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Rosaceae",1.25,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Salix",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"Ulmus",3.12,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,29,3538.86,"minD",23.12146826,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Apiaceae",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Artemisia",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Betula",20.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Corylus",17.9,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"DJFPdelta",58.95,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"DJFTdelta",5.2625,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Ericales",0.93,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"JJAPdelta",-17.875,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"JJATdelta",-3.65,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Pinus",19.44,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Poaceae",2.78,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Quercus..deciduous.",29.94,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Rosaceae",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Rumex",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"Ulmus",4.32,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,30,3654.39,"minD",16.65208993,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"Betula",19.39,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"Corylus",19.05,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"DJFPdelta",59.7375,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"DJFTdelta",5.375,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"JJAPdelta",-24.7625,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"JJATdelta",-3.5875,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"Pinus",14.97,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"Poaceae",4.08,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"Quercus..deciduous.",31.63,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"Rosaceae",2.04,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"Ulmus",7.48,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,31,3782.75,"minD",17.98901458,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"Alnus",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"Betula",25.08,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"Corylus",16.1,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"DJFPdelta",55.525,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"DJFTdelta",3.4625,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"JJAPdelta",-16.5875,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"JJATdelta",-3.025,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"Pinus",18.27,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"Plantago",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"Poaceae",4.02,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"Quercus..deciduous.",27.55,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"Rosaceae",0.93,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"Rumex",0.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"Ulmus",4.95,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,32,3911.12,"minD",15.2125064,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,33,4039.48,"Apiaceae",0.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,33,4039.48,"Betula",21.14,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,33,4039.48,"Corylus",16.45,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,33,4039.48,"DJFPdelta",54.2,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,33,4039.48,"DJFTdelta",2.425,"Temperature"
